,county,state,count
2781,Vanderburgh,Indiana,77
2782,Venango,Pennsylvania,68
2783,Ventura,California,87
2784,Vermilion,Illinois,65
2785,Vermilion,Louisiana,71
2786,Vermillion,Indiana,69
2787,Vernon,Louisiana,73
2788,Vernon,Missouri,57
2789,Vernon,Wisconsin,42
2790,Victoria,Texas,73
2791,Vigo,Indiana,77
2792,Vilas,Wisconsin,71
2793,Vinton,Ohio,38
2794,Virginia Beach city,Virginia,88
2795,Volusia,Florida,90
2796,Wabash,Illinois,60
2797,Wabash,Indiana,69
2798,Wabasha,Minnesota,76
2799,Wabaunsee,Kansas,61
2800,Wadena,Minnesota,38
2801,Wagoner,Oklahoma,73
2802,Wahkiakum,Washington,62
2803,Wake,North Carolina,94
2804,Wakulla,Florida,68
2805,Waldo,Maine,73
2806,Walker,Alabama,78
2807,Walker,Georgia,66
2808,Walker,Texas,72
2809,Walla Walla,Washington,95
2810,Waller,Texas,68
2811,Wallowa,Oregon,66
2812,Walsh,North Dakota,74
2813,Walthall,Mississippi,78
2814,Walton,Florida,79
2815,Walton,Georgia,69
2816,Walworth,South Dakota,54
2817,Walworth,Wisconsin,78
2818,Wapello,Iowa,74
2819,Ward,North Dakota,86
2820,Ward,Texas,13
2821,Ware,Georgia,72
2822,Warren,Georgia,67
2823,Warren,Illinois,55
2824,Warren,Indiana,71
2825,Warren,Iowa,73
2826,Warren,Kentucky,79
2827,Warren,Mississippi,68
2828,Warren,Missouri,69
2829,Warren,New Jersey,80
2830,Warren,New York,79
2831,Warren,North Carolina,62
2832,Warren,Ohio,77
2833,Warren,Pennsylvania,72
2834,Warren,Tennessee,67
2835,Warren,Virginia,71
2836,Warrick,Indiana,73
2837,Wasatch,Utah,81
2838,Wasco,Oregon,71
2839,Waseca,Minnesota,82
2840,Washakie,Wyoming,70
2841,Washburn,Wisconsin,52
2842,Washington,Alabama,77
2843,Washington,Arkansas,79
2844,Washington,Colorado,71
2845,Washington,Florida,71
2846,Washington,Georgia,74
2847,Washington,Idaho,64
2848,Washington,Illinois,79
2849,Washington,Indiana,76
2850,Washington,Iowa,79
2851,Washington,Kentucky,69
2852,Washington,Louisiana,80
2853,Washington,Maine,63
2854,Washington,Maryland,76
2855,Washington,Minnesota,82
2856,Washington,Mississippi,76
2857,Washington,Missouri,58
2858,Washington,Nebraska,74
2859,Washington,New York,79
2860,Washington,North Carolina,68
2861,Washington,Ohio,74
2862,Washington,Oklahoma,78
2863,Washington,Oregon,98
2864,Washington,Pennsylvania,84
2865,Washington,Rhode Island,72
2866,Washington,Tennessee,78
2867,Washington,Texas,69
2868,Washington,Utah,91
2869,Washington,Vermont,83
2870,Washington,Virginia,71
2871,Washington,Wisconsin,79
2872,Washita,Oklahoma,22
2873,Washoe,Nevada,92
2874,Washtenaw,Michigan,85
2875,Watauga,North Carolina,82
2876,Watonwan,Minnesota,67
2877,Waukesha,Wisconsin,86
2878,Waupaca,Wisconsin,70
2879,Waushara,Wisconsin,60
2880,Wayne,Georgia,62
2881,Wayne,Illinois,49
2882,Wayne,Indiana,78
2883,Wayne,Iowa,35
2884,Wayne,Kentucky,72
2885,Wayne,Michigan,87
2886,Wayne,Mississippi,64
2887,Wayne,Nebraska,55
2888,Wayne,New York,78
2889,Wayne,North Carolina,84
2890,Wayne,Ohio,72
2891,Wayne,Pennsylvania,91
2892,Wayne,Tennessee,67
2893,Wayne,West Virginia,57
2894,Waynesboro city,Virginia,66
2895,Weakley,Tennessee,69
2896,Webb,Texas,79
2897,Weber,Utah,87
2898,Webster,Georgia,66
2899,Webster,Iowa,70
2900,Webster,Kentucky,71
2901,Webster,Louisiana,78
2902,Webster,Mississippi,75
2903,Webster,Missouri,67
2904,Webster,Nebraska,56
2905,Weld,Colorado,84
2906,Wells,Indiana,83
2907,Wells,North Dakota,44
2908,West Baton Rouge,Louisiana,78
2909,West Carroll,Louisiana,60
2910,West Feliciana,Louisiana,70
2911,Westchester,New York,93
2912,Westmoreland,Pennsylvania,78
2913,Westmoreland,Virginia,63
2914,Weston,Wyoming,9
2915,Wetzel,West Virginia,68
2916,Wexford,Michigan,76
2917,Wharton,Texas,72
2918,Whatcom,Washington,87
2919,Wheatland,Montana,42
2920,Wheeler,Georgia,69
2921,Wheeler,Texas,44
2922,White,Arkansas,73
2923,White,Georgia,72
2924,White,Illinois,46
2925,White,Indiana,69
2926,White,Tennessee,72
2927,White Pine,Nevada,57
2928,Whiteside,Illinois,82
2929,Whitfield,Georgia,80
2930,Whitley,Indiana,70
2931,Whitley,Kentucky,58
2932,Whitman,Washington,75
2933,Wichita,Texas,79
2934,Wicomico,Maryland,78
2935,Wilbarger,Texas,52
2936,Wilcox,Alabama,72
2937,Wilcox,Georgia,66
2938,Wilkes,Georgia,72
2939,Wilkes,North Carolina,66
2940,Wilkin,Minnesota,71
2941,Wilkinson,Georgia,66
2942,Wilkinson,Mississippi,78
2943,Will,Illinois,81
2944,Willacy,Texas,70
2945,Williams,North Dakota,66
2946,Williams,Ohio,64
2947,Williamsburg,South Carolina,72
2948,Williamsburg city,Virginia,80
2949,Williamson,Illinois,79
2950,Williamson,Tennessee,92
2951,Williamson,Texas,79
2952,Wilson,Kansas,49
2953,Wilson,North Carolina,82
2954,Wilson,Tennessee,78
2955,Wilson,Texas,72
2956,Winchester city,Virginia,68
2957,Windham,Connecticut,78
2958,Windham,Vermont,76
2959,Windsor,Vermont,83
2960,Winkler,Texas,56
2961,Winn,Louisiana,72
2962,Winnebago,Illinois,82
2963,Winnebago,Iowa,60
2964,Winnebago,Wisconsin,83
2965,Winneshiek,Iowa,79
2966,Winona,Minnesota,72
2967,Winston,Alabama,70
2968,Winston,Mississippi,78
2969,Wirt,West Virginia,68
2970,Wise,Texas,67
2971,Wise,Virginia,63
2972,Wolfe,Kentucky,17
2973,Wood,Ohio,75
2974,Wood,Texas,65
2975,Wood,West Virginia,73
2976,Wood,Wisconsin,81
2977,Woodbury,Iowa,75
2978,Woodford,Illinois,83
2979,Woodford,Kentucky,70
2980,Woodruff,Arkansas,73
2981,Woods,Oklahoma,49
2982,Woodson,Kansas,73
2983,Woodward,Oklahoma,64
2984,Worcester,Maryland,77
2985,Worcester,Massachusetts,89
2986,Worth,Georgia,77
2987,Worth,Iowa,58
2988,Worth,Missouri,60
2989,Wright,Iowa,70
2990,Wright,Minnesota,84
2991,Wright,Missouri,70
2992,Wyandot,Ohio,71
2993,Wyandotte,Kansas,85
2994,Wyoming,New York,80
2995,Wyoming,Pennsylvania,62
2996,Wyoming,West Virginia,59
2997,Wythe,Virginia,68
2998,Yadkin,North Carolina,68
2999,Yakima,Washington,85
3000,Yalobusha,Mississippi,71
3001,Yamhill,Oregon,82
3002,Yancey,North Carolina,33
3003,Yankton,South Dakota,69
3004,Yates,New York,64
3005,Yavapai,Arizona,78
3006,Yazoo,Mississippi,78
3007,Yell,Arkansas,61
3008,Yellow Medicine,Minnesota,65
3009,Yellowstone,Montana,84
3010,Yoakum,Texas,48
3011,Yolo,California,91
3012,York,Maine,80
3013,York,Nebraska,67
3014,York,Pennsylvania,79
3015,York,South Carolina,80
3016,York,Virginia,81
3017,Young,Texas,70
3018,Yuba,California,76
3019,Yukon-Koyukuk Census Area,Alaska,64
3020,Yuma,Arizona,77
3021,Yuma,Colorado,79
3022,Zapata,Texas,60
3023,Zavala,Texas,49
3024,Ziebach,South Dakota,30
